"","Survived","Pclass","Sex","Age"
"148","0","3","female",9
"149","0","2","male",36.5
"150","0","2","male",42
"151","0","2","male",51
"152","1","1","female",22
"153","0","3","male",55.5
"154","0","3","male",40.5
"155","0","3","male",35.4440826774913
"156","0","1","male",51
"157","1","3","female",16
"158","0","3","male",30
"159","0","3","male",28.0297017254678
"160","0","3","male",14.0153087001207
"161","0","3","male",44
"162","1","2","female",40
"163","0","3","male",26
"164","0","3","male",17
"165","0","3","male",1
"166","1","3","male",9
"167","1","1","female",45.5927447391482
"168","0","3","female",45
"169","0","1","male",33.5576420975468
"170","0","3","male",28
"171","0","1","male",61
"172","0","3","male",4
"173","1","3","female",1
"174","0","3","male",21
"175","0","1","male",56
"176","0","3","male",18
"177","0","3","male",29.7815561270544
"178","0","1","female",50
"179","0","2","male",30
"180","0","3","male",36
"181","0","3","female",16.7678444358372
"182","0","2","male",47.0598578862304
"183","0","3","male",9
"184","1","2","male",1
"185","1","3","female",4
"186","0","1","male",48.5199442340019
"187","1","3","female",24.8714289120647
"188","1","1","male",45
"189","0","3","male",40
"190","0","3","male",36
"191","1","2","female",32
"192","0","2","male",19
"193","1","3","female",19
"194","1","2","male",3
"195","1","1","female",44
"196","1","1","female",58
"197","0","3","male",29.3729638884977
"198","0","3","male",42
"199","1","3","female",37.5828621641536
"200","0","2","female",24
"201","0","3","male",28
"202","0","3","male",21.1087797445579
"203","0","3","male",34
"204","0","3","male",45.5
"205","1","3","male",18
"206","0","3","female",2
"207","0","3","male",32
"208","1","3","male",26
"209","1","3","female",16
"210","1","1","male",40
"211","0","3","male",24
"212","1","2","female",35
"213","0","3","male",22
"214","0","2","male",30
"215","0","3","male",28.577240558855
"216","1","1","female",31
"217","1","3","female",27
"218","0","2","male",42
"219","1","1","female",32
"220","0","2","male",30
"221","1","3","male",16
"222","0","2","male",27
"223","0","3","male",51
"224","0","3","male",32.342527249664
"225","1","1","male",38
"226","0","3","male",22
"227","1","2","male",19
"228","0","3","male",20.5
"229","0","2","male",18
"230","0","3","female",21.5160343700274
"231","1","1","female",35
"232","0","3","male",29
"233","0","2","male",59
"234","1","3","female",5
"235","0","2","male",24
"236","0","3","female",28.3586280221261
"237","0","2","male",44
"238","1","2","female",8
"239","0","2","male",19
"240","0","2","male",33
"241","0","3","female",31.1300837574574
"242","1","3","female",27.8319772703654
"243","0","2","male",29
"244","0","3","male",22
"245","0","3","male",30
"246","0","1","male",44
"247","0","3","female",25
"248","1","2","female",24
"249","1","1","male",37
"250","0","2","male",54
"251","0","3","male",27.0098960878827
"252","0","3","female",29
"253","0","1","male",62
"254","0","3","male",30
"255","0","3","female",41
"256","1","3","female",29
"257","1","1","female",25.8731897642411
"258","1","1","female",30
"259","1","1","female",35
"260","1","2","female",50
"261","0","3","male",30.2438461136119
"262","1","3","male",3
"263","0","1","male",52
"264","0","1","male",40
"265","0","3","female",33.2395582217767
"266","0","2","male",36
"267","0","3","male",16
"268","1","3","male",25
"269","1","1","female",58
"270","1","1","female",35
"271","0","1","male",45.4196229918187
"272","1","3","male",25
"273","1","2","female",41
"274","0","1","male",37
"275","1","3","female",28.9599329245736
"276","1","1","female",63
"277","0","3","female",45
"278","0","2","male",25.9637909972872
"279","0","3","male",7
"280","1","3","female",35
"281","0","3","male",65
"282","0","3","male",28
"283","0","3","male",16
"284","1","3","male",19
"285","0","1","male",64.0797221674901
"286","0","3","male",33
"287","1","3","male",30
"288","0","3","male",22
"289","1","2","male",42
"290","1","3","female",22
"291","1","1","female",26
"292","1","1","female",19
"293","0","2","male",36
"294","0","3","female",24
"295","0","3","male",24
"296","0","1","male",47.8911809887959
"297","0","3","male",23.5
"298","0","1","female",2
"299","1","1","male",36.6052115575355
"300","1","1","female",50
"301","1","3","female",5.43039552357542
"302","1","3","male",32.747184049596
"303","0","3","male",19
"304","1","2","female",16.6067987918579
"305","0","3","male",13.8512840789076
"306","1","1","male",0.92
"307","1","1","female",39.0282614653261
"308","1","1","female",17
"309","0","2","male",30
"310","1","1","female",30
"311","1","1","female",24
"312","1","1","female",18
"313","0","2","female",26
"314","0","3","male",28
"315","0","2","male",43
"316","1","3","female",26
"317","1","2","female",24
"318","0","2","male",54
"319","1","1","female",31
"320","1","1","female",40
"321","0","3","male",22
"322","0","3","male",27
"323","1","2","female",30
"324","1","2","female",22
"325","0","3","male",6.67328497651115
"326","1","1","female",36
"327","0","3","male",61
"328","1","2","female",36
"329","1","3","female",31
"330","1","1","female",16
"331","1","3","female",-9.75229702021378
"332","0","1","male",45.5
"333","0","1","male",38
"334","0","3","male",16
"335","1","1","female",41.7763741692601
"336","0","3","male",39.977911504545
"337","0","1","male",29
"338","1","1","female",41
"339","1","3","male",45
"340","0","1","male",45
"341","1","2","male",2
"342","1","1","female",24
"343","0","2","male",28
"344","0","2","male",25
"345","0","2","male",36
"346","1","2","female",24
"347","1","2","female",40
"348","1","3","female",21.4976047742619
"349","1","3","male",3
"350","0","3","male",42
"351","0","3","male",23
"352","0","1","male",44.4946459423609
"353","0","3","male",15
"354","0","3","male",25
"355","0","3","male",2.23076396962581
"356","0","3","male",28
"357","1","1","female",22
"358","0","2","female",38
"359","1","3","female",3.76544650819064
"360","1","3","female",26.0120291901858
"361","0","3","male",40
"362","0","2","male",29
"363","0","3","female",45
"364","0","3","male",35
"365","0","3","male",30.8500789906249
"366","0","3","male",30
"367","1","1","female",60
"368","1","3","female",15.5082465577663
"369","1","3","female",7.98488351078178
"370","1","1","female",24
"371","1","1","male",25
"372","0","3","male",18
"373","0","3","male",19
"374","0","1","male",22
"375","0","3","female",3
"376","1","1","female",17.066699306562
"377","1","3","female",22
"378","0","1","male",27
"379","0","3","male",20
"380","0","3","male",19
"381","1","1","female",42
"382","1","3","female",1
"383","0","3","male",32
"384","1","1","female",35
"385","0","3","male",43.6765253385015
"386","0","2","male",18
"387","0","3","male",1
"388","1","2","female",36
"389","0","3","male",41.2489150561658
"390","1","2","female",17
"391","1","1","male",36
"392","1","3","male",21
"393","0","3","male",28
"394","1","1","female",23
"395","1","3","female",24
"396","0","3","male",22
"397","0","3","female",31
"398","0","2","male",46
"399","0","2","male",23
"400","1","2","female",28
"401","1","3","male",39
"402","0","3","male",26
"403","0","3","female",21
"404","0","3","male",28
"405","0","3","female",20
"406","0","2","male",34
"407","0","3","male",51
"408","1","2","male",3
"409","0","3","male",21
"410","0","3","female",41.3890649301254
"411","0","3","male",21.1048424722791
"412","0","3","male",43.2403859232414
"413","1","1","female",33
"414","0","2","male",29.0537834046978
"415","1","3","male",44
"416","0","3","female",28.3377325129963
"417","1","2","female",34
"418","1","2","female",18
"419","0","2","male",30
"420","0","3","female",10
"421","0","3","male",36.6604022137154
"422","0","3","male",21
"423","0","3","male",29
"424","0","3","female",28
"425","0","3","male",18
"426","0","3","male",22.7275401101042
"427","1","2","female",28
"428","1","2","female",19
"429","0","3","male",28.028309897083
"430","1","3","male",32
"431","1","1","male",28
"432","1","3","female",6.14167416232027
"433","1","2","female",42
"434","0","3","male",17
"435","0","1","male",50
"436","1","1","female",14
"437","0","3","female",21
"438","1","2","female",24
"439","0","1","male",64
"440","0","2","male",31
"441","1","2","female",45
"442","0","3","male",20
"443","0","3","male",25
"444","1","2","female",28
"445","1","3","male",12.8703082551266
"446","1","1","male",4
"447","1","2","female",13
"448","1","1","male",34
"449","1","3","female",5
"450","1","1","male",52
"451","0","2","male",36
"452","0","3","male",23.2411497860473
"453","0","1","male",30
"454","1","1","male",49
"455","0","3","male",52.5736551552005
"456","1","3","male",29
"457","0","1","male",65
"458","1","1","female",43.8048153783349
"459","1","2","female",50
"460","0","3","male",30.9679210499285
"461","1","1","male",48
"462","0","3","male",34
"463","0","1","male",47
"464","0","2","male",48
"465","0","3","male",34.2932715549637
"466","0","3","male",38
"467","0","2","male",37.7320579838947
"468","0","1","male",56
"469","0","3","male",11.151607287713
"470","1","3","female",0.75
"471","0","3","male",31.467211213413
"472","0","3","male",38
"473","1","2","female",33
"474","1","2","female",23
"475","0","3","female",22
"476","0","1","male",35.8062849667963
"477","0","2","male",34
"478","0","3","male",29
"479","0","3","male",22
"480","1","3","female",2
"481","0","3","male",9
"482","0","2","male",32.814994400305
"483","0","3","male",50
"484","1","3","female",63
"485","1","1","male",25
"486","0","3","female",24.8984213985521
"487","1","1","female",35
"488","0","1","male",58
"489","0","3","male",30
"490","1","3","male",9
"491","0","3","male",43.1247423295098
"492","0","3","male",21
"493","0","1","male",55
"494","0","1","male",71
"495","0","3","male",21
"496","0","3","male",18.441807841877
"497","1","1","female",54
"498","0","3","male",19.0502169630478
"499","0","1","female",25
"500","0","3","male",24
"501","0","3","male",17
"502","0","3","female",21
"503","0","3","female",47.8601896623911
"504","0","3","female",37
"505","1","1","female",16
"506","0","1","male",18
"507","1","2","female",33
"508","1","1","male",41.6568180413506
"509","0","3","male",28
"510","1","3","male",26
"511","1","3","male",29
"512","0","3","male",22.4515855291225
"513","1","1","male",36
"514","1","1","female",54
"515","0","3","male",24
"516","0","1","male",47
"517","1","2","female",34
"518","0","3","male",21.7050473418331
"519","1","2","female",36
"520","0","3","male",32
"521","1","1","female",30
"522","0","3","male",22
"523","0","3","male",17.6828189334028
"524","1","1","female",44
"525","0","3","male",24.5027904290575
"526","0","3","male",40.5
"527","1","2","female",50
"528","0","1","male",39.3082836761449
"529","0","3","male",39
"530","0","2","male",23
"531","1","2","female",2
"532","0","3","male",47.2151965449571
"533","0","3","male",17
"534","1","3","female",23.1040873118926
"535","0","3","female",30
"536","1","2","female",7
"537","0","1","male",45
"538","1","1","female",30
"539","0","3","male",28.3102162672617
"540","1","1","female",22
"541","1","1","female",36
"542","0","3","female",9
"543","0","3","female",11
"544","1","2","male",32
"545","0","1","male",50
"546","0","1","male",64
"547","1","2","female",19
"548","1","2","male",37.161461286626
"549","0","3","male",33
"550","1","2","male",8
"551","1","1","male",17
"552","0","2","male",27
"553","0","3","male",26.7594651118694
"554","1","3","male",22
"555","1","3","female",22
"556","0","1","male",62
"557","1","1","female",48
"558","0","1","male",51.7092624313133
"559","1","1","female",39
"560","1","3","female",36
"561","0","3","male",17.0081743942884
"562","0","3","male",40
"563","0","2","male",28
"564","0","3","male",41.1203254580842
"565","0","3","female",37.9107820830777
"566","0","3","male",24
"567","0","3","male",19
"568","0","3","female",29
"569","0","3","male",40.628525504728
"570","1","3","male",32
"571","1","2","male",62
"572","1","1","female",53
"573","1","1","male",36
"574","1","3","female",6.66447010779365
"575","0","3","male",16
"576","0","3","male",19
"577","1","2","female",34
"578","1","1","female",39
"579","0","3","female",27.1693760730149
"580","1","3","male",32
"581","1","2","female",25
"582","1","1","female",39
"583","0","2","male",54
"584","0","1","male",36
"585","0","3","male",27.9084914180621
"586","1","1","female",18
"587","0","2","male",47
"588","1","1","male",60
"589","0","3","male",22
"590","0","3","male",15.56468179271
"591","0","3","male",35
"592","1","1","female",52
"593","0","3","male",47
"594","0","3","female",16.001210842946
"595","0","2","male",37
"596","0","3","male",36
"597","1","2","female",3.588995411876
"598","0","3","male",49
"599","0","3","male",-2.78378778722785
"600","1","1","male",49
"601","1","2","female",24
"602","0","3","male",41.2566738565939
"603","0","1","male",56.8521393016541
"604","0","3","male",44
"605","1","1","male",35
"606","0","3","male",36
"607","0","3","male",30
"608","1","1","male",27
"609","1","2","female",22
"610","1","1","female",40
"611","0","3","female",39
"612","0","3","male",41.0435773500108
"613","1","3","female",14.126212431492
"614","0","3","male",33.0029164207185
"615","0","3","male",35
"616","1","2","female",24
"617","0","3","male",34
"618","0","3","female",26
"619","1","2","female",4
"620","0","2","male",26
"621","0","3","male",27
"622","1","1","male",42
"623","1","3","male",20
"624","0","3","male",21
"625","0","3","male",21
"626","0","1","male",61
"627","0","2","male",57
"628","1","1","female",21
"629","0","3","male",26
"630","0","3","male",9.2517090369856
"631","1","1","male",80
"632","0","3","male",51
"633","1","1","male",32
"634","0","1","male",52.9673711850521
"635","0","3","female",9
"636","1","2","female",28
"637","0","3","male",32
"638","0","2","male",31
"639","0","3","female",41
"640","0","3","male",35.4820061293953
"641","0","3","male",20
"642","1","1","female",24
"643","0","3","female",2
"644","1","3","male",42.5696260526423
"645","1","3","female",0.75
"646","1","1","male",48
"647","0","3","male",19
"648","1","1","male",56
"649","0","3","male",19.276616669573
"650","1","3","female",23
"651","0","3","male",52.0105810039725
"652","1","2","female",18
"653","0","3","male",21
"654","1","3","female",21.6009309387993
"655","0","3","female",18
"656","0","2","male",24
"657","0","3","male",17.736604078331
"658","0","3","female",32
"659","0","2","male",23
"660","0","1","male",58
"661","1","1","male",50
"662","0","3","male",40
"663","0","1","male",47
"664","0","3","male",36
"665","1","3","male",20
"666","0","2","male",32
"667","0","2","male",25
"668","0","3","male",40.2051106201796
"669","0","3","male",43
"670","1","1","female",17.9269499634175
"671","1","2","female",40
"672","0","1","male",31
"673","0","2","male",70
"674","1","2","male",31
"675","0","2","male",30.1927721922931
"676","0","3","male",18
"677","0","3","male",24.5
"678","1","3","female",18
"679","0","3","female",43
"680","1","1","male",36
"681","0","3","female",27.1109582680806
"682","1","1","male",27
"683","0","3","male",20
"684","0","3","male",14
"685","0","2","male",60
"686","0","2","male",25
"687","0","3","male",14
"688","0","3","male",19
"689","0","3","male",18
"690","1","1","female",15
"691","1","1","male",31
"692","1","3","female",4
"693","1","3","male",26.3295647403917
"694","0","3","male",25
"695","0","1","male",60
"696","0","2","male",52
"697","0","3","male",44
"698","1","3","female",32.2679816794126
"699","0","1","male",49
"700","0","3","male",42
"701","1","1","female",18
"702","1","1","male",35
"703","0","3","female",18
"704","0","3","male",25
"705","0","3","male",26
"706","0","2","male",39
"707","1","2","female",45
"708","1","1","male",42
"709","1","1","female",22
"710","1","3","male",12.1962756036874
"711","1","1","female",24
"712","0","1","male",28.5362794664196
"713","1","1","male",48
"714","0","3","male",29
"715","0","2","male",52
"716","0","3","male",19
"717","1","1","female",38
"718","1","2","female",27
"719","0","3","male",10.0482153068173
"720","0","3","male",33
"721","1","2","female",6
"722","0","3","male",17
"723","0","2","male",34
"724","0","2","male",50
"725","1","1","male",27
"726","0","3","male",20
"727","1","2","female",30
"728","1","3","female",16.6130259990076
"729","0","2","male",25
"730","0","3","female",25
"731","1","1","female",29
"732","0","3","male",11
"733","0","2","male",40.4328078763193
"734","0","2","male",23
"735","0","2","male",23
"736","0","3","male",28.5
"737","0","3","female",48
"738","1","1","male",35
"739","0","3","male",15.6783865314944
"740","0","3","male",14.9106097156133
"741","1","1","male",33.013487678197
"742","0","1","male",36
"743","1","1","female",21
"744","0","3","male",24
"745","1","3","male",31
"746","0","1","male",70
"747","0","3","male",16
"748","1","2","female",30
"749","0","1","male",19
"750","0","3","male",31
"751","1","2","female",4
"752","1","3","male",6
"753","0","3","male",33
"754","0","3","male",23
"755","1","2","female",48
"756","1","2","male",0.67
"757","0","3","male",28
"758","0","2","male",18
"759","0","3","male",34
"760","1","1","female",33
"761","0","3","male",22.7511203003092
"762","0","3","male",41
"763","1","3","male",20
"764","1","1","female",36
"765","0","3","male",16
"766","1","1","female",51
"767","0","1","male",33.8447932845953
"768","0","3","female",30.5
"769","0","3","male",7.81310786218006
"770","0","3","male",32
"771","0","3","male",24
"772","0","3","male",48
"773","0","2","female",57
"774","0","3","male",30.5486643181788
"775","1","2","female",54
"776","0","3","male",18
"777","0","3","male",8.0068823777726
"778","1","3","female",5
"779","0","3","male",12.1758141173404
"780","1","1","female",43
"781","1","3","female",13
"782","1","1","female",17
"783","0","1","male",29
"784","0","3","male",25.9366847013465
"785","0","3","male",25
"786","0","3","male",25
"787","1","3","female",18
"788","0","3","male",8
"789","1","3","male",1
"790","0","1","male",46
"791","0","3","male",38.8725903835433
"792","0","2","male",16
"793","0","3","female",21.5953506010239
"794","0","1","male",31.9687147898155
"795","0","3","male",25
"796","0","2","male",39
"797","1","1","female",49
"798","1","3","female",31
"799","0","3","male",30
"800","0","3","female",30
"801","0","2","male",34
"802","1","2","female",31
"803","1","1","male",11
"804","1","3","male",0.42
"805","1","3","male",27
"806","0","3","male",31
"807","0","1","male",39
"808","0","3","female",18
"809","0","2","male",39
"810","1","1","female",33
"811","0","3","male",26
"812","0","3","male",39
"813","0","2","male",35
"814","0","3","female",6
"815","0","3","male",30.5
"816","0","1","male",26.2936557000523
"817","0","3","female",23
"818","0","2","male",31
"819","0","3","male",43
"820","0","3","male",10
"821","1","1","female",52
"822","1","3","male",27
"823","0","1","male",38
"824","1","3","female",27
"825","0","3","male",2
"826","0","3","male",13.49908900215
"827","0","3","male",47.5143670839837
"828","1","2","male",1
"829","1","3","male",-5.76089252714367
"830","1","1","female",62
"831","1","3","female",15
"832","1","2","male",0.83
"833","0","3","male",56.3683396023907
"834","0","3","male",23
"835","0","3","male",18
"836","1","1","female",39
"837","0","3","male",21
"838","0","3","male",50.5598145533777
"839","1","3","male",32
"840","1","1","male",34.5835518079989
"841","0","3","male",20
"842","0","2","male",16
"843","1","1","female",30
"844","0","3","male",34.5
"845","0","3","male",17
"846","0","3","male",42
"847","0","3","male",42.6267304790254
"848","0","3","male",35
"849","0","2","male",28
"850","1","1","female",39.9888795260783
"851","0","3","male",4
"852","0","3","male",74
"853","0","3","female",9
"854","1","1","female",16
"855","0","2","female",44
"856","1","3","female",18
"857","1","1","female",45
"858","1","1","male",51
"859","1","3","female",24
"860","0","3","male",17.4231226887851
"861","0","3","male",41
"862","0","2","male",21
"863","1","1","female",48
"864","0","3","female",10.9003453880635
"865","0","2","male",24
"866","1","2","female",42
"867","1","2","female",27
"868","0","1","male",31
"869","0","3","male",25.7502299124588
"870","1","3","male",4
"871","0","3","male",26
"872","1","1","female",47
"873","0","1","male",33
"874","0","3","male",47
"875","1","2","female",28
"876","1","3","female",15
"877","0","3","male",20
"878","0","3","male",19
"879","0","3","male",17.7977169841923
"880","1","1","female",56
"881","1","2","female",25
"882","0","3","male",33
"883","0","3","female",22
"884","0","2","male",28
"885","0","3","male",25
"886","0","3","female",39
"887","0","2","male",27
"888","1","1","female",19
"889","0","3","female",3.55813292550258
"890","1","1","male",26
"891","0","3","male",32
"892","0","3","male",34.5
"893","1","3","female",47
"894","0","2","male",62
"895","0","3","male",27
"896","1","3","female",22
"897","0","3","male",14
"898","1","3","female",30
"899","1","2","male",26
"900","1","3","female",18
"901","0","3","male",21
"902","0","3","male",15.3838121135129
"903","0","1","male",46
"904","0","1","female",23
"905","0","2","male",63
"906","1","1","female",47
"907","1","2","female",24
"908","0","2","male",35
"909","0","3","male",21
"910","1","3","female",27
"911","1","3","female",45
"912","0","1","male",55
"913","0","3","male",9
"914","1","1","female",39.3553442450113
"915","1","1","male",21
"916","1","1","female",48
"917","0","3","male",50
"918","1","1","female",22
"919","0","3","male",22.5
"920","0","1","male",41
"921","0","3","male",22.3240188188712
"922","0","2","male",50
"923","0","2","male",24
"924","0","3","female",33
"925","1","3","female",34.3092343522259
"926","0","1","male",30
"927","0","3","male",18.5
"928","0","3","female",4.17261064357839
"929","1","3","female",21
"930","1","3","male",25
"931","1","3","male",16.6711218483304
"932","0","3","male",39
"933","1","1","male",25.8651937384833
"934","0","3","male",41
"935","1","2","female",30
"936","0","1","female",45
"937","0","3","male",25
"938","1","1","male",45
"939","1","3","male",23.1000776501774
"940","0","1","female",60
"941","0","3","female",36
"942","1","1","male",24
"943","0","2","male",27
"944","0","2","female",20
"945","1","1","female",28
"946","0","2","male",17.4170014060683
"947","0","3","male",10
"948","0","3","male",35
"949","0","3","male",25
"950","0","3","male",4.22344539787267
"951","1","1","female",36
"952","1","3","male",17
"953","0","2","male",32
"954","0","3","male",18
"955","1","3","female",22
"956","1","1","male",13
"957","1","2","female",33.9013039750905
"958","0","3","female",18
"959","0","1","male",47
"960","0","1","male",31
"961","1","1","female",60
"962","1","3","female",24
"963","0","3","male",21
"964","0","3","female",29
"965","0","1","male",28.5
"966","0","1","female",35
"967","1","1","male",32.5
"968","0","3","male",13.1655400477075
"969","0","1","female",55
"970","0","2","male",30
"971","1","3","female",24
"972","0","3","male",6
"973","0","1","male",67
"974","1","1","male",49
"975","0","3","male",23.954049688861
"976","0","2","male",35.6120782011534
"977","0","3","male",11.9514396359994
"978","1","3","female",27
"979","1","3","female",18
"980","1","3","female",28.2938152065735
"981","1","2","male",2
"982","0","3","female",22
"983","0","3","male",27.6212387725547
"984","1","1","female",27
"985","1","3","male",11.699177771167
"986","1","1","male",25
"987","1","3","male",25
"988","0","1","female",76
"989","1","3","male",29
"990","1","3","female",20
"991","0","3","male",33
"992","0","1","female",43
"993","0","2","male",27
"994","1","3","male",14.7693807658126
"995","0","3","male",26
"996","0","3","female",16
"997","0","3","male",28
"998","0","3","male",21
"999","1","3","male",50.8694145265223
"1000","1","3","male",24.6365490896409
"1001","1","2","male",18.5
"1002","1","2","male",41
"1003","1","3","female",29.668297386264
"1004","1","1","female",36
"1005","1","3","female",18.5
"1006","1","1","female",63
"1007","1","3","male",18
"1008","0","3","male",21.5667856167243
"1009","1","3","female",1
"1010","0","1","male",36
"1011","0","2","female",29
"1012","0","2","female",12
"1013","0","3","male",18.9308289569605
"1014","0","1","female",35
"1015","0","3","male",28
"1016","0","3","male",46.7365410749177
"1017","1","3","female",17
"1018","0","3","male",22
"1019","1","3","female",40.3751231345643
"1020","0","2","male",42
"1021","1","3","male",24
"1022","0","3","male",32
"1023","0","1","male",53
"1024","0","3","female",23.8305427852386
"1025","0","3","male",58.08614356281
"1026","1","3","male",43
"1027","0","3","male",24
"1028","0","3","male",26.5
"1029","0","2","male",26
"1030","1","3","female",23
"1031","0","3","male",40
"1032","0","3","female",10
"1033","1","1","female",33
"1034","0","1","male",61
"1035","1","2","male",28
"1036","1","1","male",42
"1037","0","3","male",31
"1038","0","1","male",58.519724551923
"1039","1","3","male",22
"1040","0","1","male",28.3066979302089
"1041","1","2","male",30
"1042","0","1","female",23
"1043","0","3","male",17.9013177247211
"1044","0","3","male",60.5
"1045","1","3","female",36
"1046","0","3","male",13
"1047","0","3","male",24
"1048","1","1","female",29
"1049","0","3","female",23
"1050","0","1","male",42
"1051","0","3","female",26
"1052","1","3","female",25.6964975675363
"1053","0","3","male",7
"1054","1","2","female",26
"1055","0","3","male",8.59037290701492
"1056","0","2","male",41
"1057","1","3","female",26
"1058","1","1","male",48
"1059","0","3","male",18
"1060","1","1","female",22.314548408275
"1061","0","3","female",22
"1062","0","3","male",45.5350551358735
"1063","1","3","male",27
"1064","1","3","male",23
"1065","0","3","male",20.8403357834918
"1066","1","3","male",40
"1067","1","2","female",15
"1068","0","2","female",20
"1069","1","1","male",54
"1070","1","2","female",36
"1071","1","1","female",64
"1072","0","2","male",30
"1073","1","1","male",37
"1074","1","1","female",18
"1075","1","3","male",59.2280633578497
"1076","1","1","female",27
"1077","0","2","male",40
"1078","1","2","female",21
"1079","1","3","male",17
"1080","1","3","female",3.0599758556266
"1081","0","2","male",40
"1082","0","2","male",34
"1083","1","1","male",68.7431141066395
"1084","1","3","male",11.5
"1085","0","2","male",61
"1086","0","2","male",8
"1087","0","3","male",33
"1088","0","1","male",6
"1089","1","3","female",18
"1090","0","2","male",23
"1091","0","3","female",45.940504704049
"1092","0","3","female",22.6913138090893
"1093","1","3","male",0.33
"1094","0","1","male",47
"1095","1","2","female",8
"1096","0","2","male",25
"1097","1","1","male",49.7928516552943
"1098","1","3","female",35
"1099","0","2","male",24
"1100","1","1","female",33
"1101","0","3","male",25
"1102","0","3","male",32
"1103","0","3","male",38.4109322718272
"1104","0","2","male",17
"1105","0","2","female",60
"1106","1","3","female",38
"1107","0","1","male",42
"1108","1","3","female",21.2375924978729
"1109","0","1","male",57
"1110","1","1","female",50
"1111","0","3","male",34.61320628569
"1112","1","2","female",30
"1113","0","3","male",21
"1114","1","2","female",22
"1115","1","3","male",21
"1116","1","1","female",53
"1117","1","3","female",38.3345390648824
"1118","0","3","male",23
"1119","1","3","female",24.8691351949586
"1120","0","3","male",40.5
"1121","0","2","male",36
"1122","0","2","male",14
"1123","1","1","female",21
"1124","0","3","male",21
"1125","0","3","male",24.2079494650745
"1126","0","1","male",39
"1127","0","3","male",20
"1128","0","1","male",64
"1129","0","3","male",20
"1130","0","2","female",18
