"","Survived","Pclass","Sex","Age"
"148","0","3","female",9
"149","0","2","male",36.5
"150","0","2","male",42
"151","0","2","male",51
"152","1","1","female",22
"153","0","3","male",55.5
"154","0","3","male",40.5
"155","0","3","male",49.063730343712
"156","0","1","male",51
"157","1","3","female",16
"158","0","3","male",30
"159","0","3","male",37.5282610280781
"160","0","3","male",4.47828709344327
"161","0","3","male",44
"162","1","2","female",40
"163","0","3","male",26
"164","0","3","male",17
"165","0","3","male",1
"166","1","3","male",9
"167","1","1","female",31.6124246925243
"168","0","3","female",45
"169","0","1","male",47.8962115957589
"170","0","3","male",28
"171","0","1","male",61
"172","0","3","male",4
"173","1","3","female",1
"174","0","3","male",21
"175","0","1","male",56
"176","0","3","male",18
"177","0","3","male",21.2730787744983
"178","0","1","female",50
"179","0","2","male",30
"180","0","3","male",36
"181","0","3","female",24.2685480179065
"182","0","2","male",29.1352823258016
"183","0","3","male",9
"184","1","2","male",1
"185","1","3","female",4
"186","0","1","male",50.6585365753239
"187","1","3","female",31.4624622750439
"188","1","1","male",45
"189","0","3","male",40
"190","0","3","male",36
"191","1","2","female",32
"192","0","2","male",19
"193","1","3","female",19
"194","1","2","male",3
"195","1","1","female",44
"196","1","1","female",58
"197","0","3","male",25.3437727581855
"198","0","3","male",42
"199","1","3","female",40.5116351300911
"200","0","2","female",24
"201","0","3","male",28
"202","0","3","male",33.0762511259097
"203","0","3","male",34
"204","0","3","male",45.5
"205","1","3","male",18
"206","0","3","female",2
"207","0","3","male",32
"208","1","3","male",26
"209","1","3","female",16
"210","1","1","male",40
"211","0","3","male",24
"212","1","2","female",35
"213","0","3","male",22
"214","0","2","male",30
"215","0","3","male",10.4087596778508
"216","1","1","female",31
"217","1","3","female",27
"218","0","2","male",42
"219","1","1","female",32
"220","0","2","male",30
"221","1","3","male",16
"222","0","2","male",27
"223","0","3","male",51
"224","0","3","male",26.1919085686949
"225","1","1","male",38
"226","0","3","male",22
"227","1","2","male",19
"228","0","3","male",20.5
"229","0","2","male",18
"230","0","3","female",28.5725864492958
"231","1","1","female",35
"232","0","3","male",29
"233","0","2","male",59
"234","1","3","female",5
"235","0","2","male",24
"236","0","3","female",15.0085409026179
"237","0","2","male",44
"238","1","2","female",8
"239","0","2","male",19
"240","0","2","male",33
"241","0","3","female",24.1232240138285
"242","1","3","female",29.3652482976216
"243","0","2","male",29
"244","0","3","male",22
"245","0","3","male",30
"246","0","1","male",44
"247","0","3","female",25
"248","1","2","female",24
"249","1","1","male",37
"250","0","2","male",54
"251","0","3","male",29.7250012190942
"252","0","3","female",29
"253","0","1","male",62
"254","0","3","male",30
"255","0","3","female",41
"256","1","3","female",29
"257","1","1","female",41.9392479473499
"258","1","1","female",30
"259","1","1","female",35
"260","1","2","female",50
"261","0","3","male",32.7496956458429
"262","1","3","male",3
"263","0","1","male",52
"264","0","1","male",40
"265","0","3","female",11.4582041626433
"266","0","2","male",36
"267","0","3","male",16
"268","1","3","male",25
"269","1","1","female",58
"270","1","1","female",35
"271","0","1","male",22.8934419517662
"272","1","3","male",25
"273","1","2","female",41
"274","0","1","male",37
"275","1","3","female",19.4153516712929
"276","1","1","female",63
"277","0","3","female",45
"278","0","2","male",9.90740591048158
"279","0","3","male",7
"280","1","3","female",35
"281","0","3","male",65
"282","0","3","male",28
"283","0","3","male",16
"284","1","3","male",19
"285","0","1","male",39.5529153416083
"286","0","3","male",33
"287","1","3","male",30
"288","0","3","male",22
"289","1","2","male",42
"290","1","3","female",22
"291","1","1","female",26
"292","1","1","female",19
"293","0","2","male",36
"294","0","3","female",24
"295","0","3","male",24
"296","0","1","male",29.7387192488539
"297","0","3","male",23.5
"298","0","1","female",2
"299","1","1","male",36.4392999882082
"300","1","1","female",50
"301","1","3","female",-10.5050328677902
"302","1","3","male",17.4621086800704
"303","0","3","male",19
"304","1","2","female",15.8693301018303
"305","0","3","male",9.79152605552461
"306","1","1","male",0.92
"307","1","1","female",11.3392401449732
"308","1","1","female",17
"309","0","2","male",30
"310","1","1","female",30
"311","1","1","female",24
"312","1","1","female",18
"313","0","2","female",26
"314","0","3","male",28
"315","0","2","male",43
"316","1","3","female",26
"317","1","2","female",24
"318","0","2","male",54
"319","1","1","female",31
"320","1","1","female",40
"321","0","3","male",22
"322","0","3","male",27
"323","1","2","female",30
"324","1","2","female",22
"325","0","3","male",52.9505970197634
"326","1","1","female",36
"327","0","3","male",61
"328","1","2","female",36
"329","1","3","female",31
"330","1","1","female",16
"331","1","3","female",25.0684226983545
"332","0","1","male",45.5
"333","0","1","male",38
"334","0","3","male",16
"335","1","1","female",50.2277313344672
"336","0","3","male",24.7868569256918
"337","0","1","male",29
"338","1","1","female",41
"339","1","3","male",45
"340","0","1","male",45
"341","1","2","male",2
"342","1","1","female",24
"343","0","2","male",28
"344","0","2","male",25
"345","0","2","male",36
"346","1","2","female",24
"347","1","2","female",40
"348","1","3","female",19.2545370777516
"349","1","3","male",3
"350","0","3","male",42
"351","0","3","male",23
"352","0","1","male",74.4194926260676
"353","0","3","male",15
"354","0","3","male",25
"355","0","3","male",34.1097962567837
"356","0","3","male",28
"357","1","1","female",22
"358","0","2","female",38
"359","1","3","female",14.1304792676681
"360","1","3","female",7.99626866928649
"361","0","3","male",40
"362","0","2","male",29
"363","0","3","female",45
"364","0","3","male",35
"365","0","3","male",36.2417605833796
"366","0","3","male",30
"367","1","1","female",60
"368","1","3","female",3.74205925630444
"369","1","3","female",21.1651975664455
"370","1","1","female",24
"371","1","1","male",25
"372","0","3","male",18
"373","0","3","male",19
"374","0","1","male",22
"375","0","3","female",3
"376","1","1","female",36.9558340706582
"377","1","3","female",22
"378","0","1","male",27
"379","0","3","male",20
"380","0","3","male",19
"381","1","1","female",42
"382","1","3","female",1
"383","0","3","male",32
"384","1","1","female",35
"385","0","3","male",31.5501186446397
"386","0","2","male",18
"387","0","3","male",1
"388","1","2","female",36
"389","0","3","male",2.75369562211911
"390","1","2","female",17
"391","1","1","male",36
"392","1","3","male",21
"393","0","3","male",28
"394","1","1","female",23
"395","1","3","female",24
"396","0","3","male",22
"397","0","3","female",31
"398","0","2","male",46
"399","0","2","male",23
"400","1","2","female",28
"401","1","3","male",39
"402","0","3","male",26
"403","0","3","female",21
"404","0","3","male",28
"405","0","3","female",20
"406","0","2","male",34
"407","0","3","male",51
"408","1","2","male",3
"409","0","3","male",21
"410","0","3","female",19.1416753935006
"411","0","3","male",38.6693979900624
"412","0","3","male",11.0455693314274
"413","1","1","female",33
"414","0","2","male",35.1267609560814
"415","1","3","male",44
"416","0","3","female",22.6295673295343
"417","1","2","female",34
"418","1","2","female",18
"419","0","2","male",30
"420","0","3","female",10
"421","0","3","male",27.0225280022059
"422","0","3","male",21
"423","0","3","male",29
"424","0","3","female",28
"425","0","3","male",18
"426","0","3","male",19.0161792973509
"427","1","2","female",28
"428","1","2","female",19
"429","0","3","male",-1.28993749347997
"430","1","3","male",32
"431","1","1","male",28
"432","1","3","female",5.66869030605794
"433","1","2","female",42
"434","0","3","male",17
"435","0","1","male",50
"436","1","1","female",14
"437","0","3","female",21
"438","1","2","female",24
"439","0","1","male",64
"440","0","2","male",31
"441","1","2","female",45
"442","0","3","male",20
"443","0","3","male",25
"444","1","2","female",28
"445","1","3","male",32.6254795158327
"446","1","1","male",4
"447","1","2","female",13
"448","1","1","male",34
"449","1","3","female",5
"450","1","1","male",52
"451","0","2","male",36
"452","0","3","male",21.6157408828403
"453","0","1","male",30
"454","1","1","male",49
"455","0","3","male",4.79569627323534
"456","1","3","male",29
"457","0","1","male",65
"458","1","1","female",58.5394216602427
"459","1","2","female",50
"460","0","3","male",15.7726975875086
"461","1","1","male",48
"462","0","3","male",34
"463","0","1","male",47
"464","0","2","male",48
"465","0","3","male",24.3449438477496
"466","0","3","male",38
"467","0","2","male",51.1523289190121
"468","0","1","male",56
"469","0","3","male",24.2319085537495
"470","1","3","female",0.75
"471","0","3","male",49.0816798491349
"472","0","3","male",38
"473","1","2","female",33
"474","1","2","female",23
"475","0","3","female",22
"476","0","1","male",68.0078127917188
"477","0","2","male",34
"478","0","3","male",29
"479","0","3","male",22
"480","1","3","female",2
"481","0","3","male",9
"482","0","2","male",8.93491082540707
"483","0","3","male",50
"484","1","3","female",63
"485","1","1","male",25
"486","0","3","female",12.8803465086947
"487","1","1","female",35
"488","0","1","male",58
"489","0","3","male",30
"490","1","3","male",9
"491","0","3","male",41.7885148511492
"492","0","3","male",21
"493","0","1","male",55
"494","0","1","male",71
"495","0","3","male",21
"496","0","3","male",9.36934131047911
"497","1","1","female",54
"498","0","3","male",42.440763827264
"499","0","1","female",25
"500","0","3","male",24
"501","0","3","male",17
"502","0","3","female",21
"503","0","3","female",13.6860884746967
"504","0","3","female",37
"505","1","1","female",16
"506","0","1","male",18
"507","1","2","female",33
"508","1","1","male",32.567141976554
"509","0","3","male",28
"510","1","3","male",26
"511","1","3","male",29
"512","0","3","male",17.4860523008853
"513","1","1","male",36
"514","1","1","female",54
"515","0","3","male",24
"516","0","1","male",47
"517","1","2","female",34
"518","0","3","male",32.559821910855
"519","1","2","female",36
"520","0","3","male",32
"521","1","1","female",30
"522","0","3","male",22
"523","0","3","male",30.0494466662065
"524","1","1","female",44
"525","0","3","male",11.2260314261469
"526","0","3","male",40.5
"527","1","2","female",50
"528","0","1","male",47.5193231264689
"529","0","3","male",39
"530","0","2","male",23
"531","1","2","female",2
"532","0","3","male",39.4784717608042
"533","0","3","male",17
"534","1","3","female",17.3816520541391
"535","0","3","female",30
"536","1","2","female",7
"537","0","1","male",45
"538","1","1","female",30
"539","0","3","male",30.7552229546836
"540","1","1","female",22
"541","1","1","female",36
"542","0","3","female",9
"543","0","3","female",11
"544","1","2","male",32
"545","0","1","male",50
"546","0","1","male",64
"547","1","2","female",19
"548","1","2","male",36.9443628908241
"549","0","3","male",33
"550","1","2","male",8
"551","1","1","male",17
"552","0","2","male",27
"553","0","3","male",11.8087582369755
"554","1","3","male",22
"555","1","3","female",22
"556","0","1","male",62
"557","1","1","female",48
"558","0","1","male",34.022912818706
"559","1","1","female",39
"560","1","3","female",36
"561","0","3","male",24.6105196121298
"562","0","3","male",40
"563","0","2","male",28
"564","0","3","male",26.1476197343029
"565","0","3","female",31.2504465205819
"566","0","3","male",24
"567","0","3","male",19
"568","0","3","female",29
"569","0","3","male",0.608328459705749
"570","1","3","male",32
"571","1","2","male",62
"572","1","1","female",53
"573","1","1","male",36
"574","1","3","female",-8.0143572778863
"575","0","3","male",16
"576","0","3","male",19
"577","1","2","female",34
"578","1","1","female",39
"579","0","3","female",27.7532085049485
"580","1","3","male",32
"581","1","2","female",25
"582","1","1","female",39
"583","0","2","male",54
"584","0","1","male",36
"585","0","3","male",27.2271062063365
"586","1","1","female",18
"587","0","2","male",47
"588","1","1","male",60
"589","0","3","male",22
"590","0","3","male",14.1382795333364
"591","0","3","male",35
"592","1","1","female",52
"593","0","3","male",47
"594","0","3","female",4.93404450527063
"595","0","2","male",37
"596","0","3","male",36
"597","1","2","female",16.4641001369254
"598","0","3","male",49
"599","0","3","male",47.8898548877555
"600","1","1","male",49
"601","1","2","female",24
"602","0","3","male",40.6966054640783
"603","0","1","male",63.9159369014048
"604","0","3","male",44
"605","1","1","male",35
"606","0","3","male",36
"607","0","3","male",30
"608","1","1","male",27
"609","1","2","female",22
"610","1","1","female",40
"611","0","3","female",39
"612","0","3","male",43.7753341178637
"613","1","3","female",26.5431729668942
"614","0","3","male",35.0739676116594
"615","0","3","male",35
"616","1","2","female",24
"617","0","3","male",34
"618","0","3","female",26
"619","1","2","female",4
"620","0","2","male",26
"621","0","3","male",27
"622","1","1","male",42
"623","1","3","male",20
"624","0","3","male",21
"625","0","3","male",21
"626","0","1","male",61
"627","0","2","male",57
"628","1","1","female",21
"629","0","3","male",26
"630","0","3","male",9.84613451284459
"631","1","1","male",80
"632","0","3","male",51
"633","1","1","male",32
"634","0","1","male",51.5067754581745
"635","0","3","female",9
"636","1","2","female",28
"637","0","3","male",32
"638","0","2","male",31
"639","0","3","female",41
"640","0","3","male",18.8022802565967
"641","0","3","male",20
"642","1","1","female",24
"643","0","3","female",2
"644","1","3","male",5.22088413706634
"645","1","3","female",0.75
"646","1","1","male",48
"647","0","3","male",19
"648","1","1","male",56
"649","0","3","male",34.3097595589154
"650","1","3","female",23
"651","0","3","male",32.2516676264737
"652","1","2","female",18
"653","0","3","male",21
"654","1","3","female",17.4627528155588
"655","0","3","female",18
"656","0","2","male",24
"657","0","3","male",18.3951076444968
"658","0","3","female",32
"659","0","2","male",23
"660","0","1","male",58
"661","1","1","male",50
"662","0","3","male",40
"663","0","1","male",47
"664","0","3","male",36
"665","1","3","male",20
"666","0","2","male",32
"667","0","2","male",25
"668","0","3","male",35.2182035445155
"669","0","3","male",43
"670","1","1","female",9.69108381330011
"671","1","2","female",40
"672","0","1","male",31
"673","0","2","male",70
"674","1","2","male",31
"675","0","2","male",31.9223113040339
"676","0","3","male",18
"677","0","3","male",24.5
"678","1","3","female",18
"679","0","3","female",43
"680","1","1","male",36
"681","0","3","female",26.0950969183873
"682","1","1","male",27
"683","0","3","male",20
"684","0","3","male",14
"685","0","2","male",60
"686","0","2","male",25
"687","0","3","male",14
"688","0","3","male",19
"689","0","3","male",18
"690","1","1","female",15
"691","1","1","male",31
"692","1","3","female",4
"693","1","3","male",15.0020820491437
"694","0","3","male",25
"695","0","1","male",60
"696","0","2","male",52
"697","0","3","male",44
"698","1","3","female",30.5637620380035
"699","0","1","male",49
"700","0","3","male",42
"701","1","1","female",18
"702","1","1","male",35
"703","0","3","female",18
"704","0","3","male",25
"705","0","3","male",26
"706","0","2","male",39
"707","1","2","female",45
"708","1","1","male",42
"709","1","1","female",22
"710","1","3","male",31.9803901888254
"711","1","1","female",24
"712","0","1","male",33.8337430662086
"713","1","1","male",48
"714","0","3","male",29
"715","0","2","male",52
"716","0","3","male",19
"717","1","1","female",38
"718","1","2","female",27
"719","0","3","male",15.7878828458169
"720","0","3","male",33
"721","1","2","female",6
"722","0","3","male",17
"723","0","2","male",34
"724","0","2","male",50
"725","1","1","male",27
"726","0","3","male",20
"727","1","2","female",30
"728","1","3","female",27.5413319617892
"729","0","2","male",25
"730","0","3","female",25
"731","1","1","female",29
"732","0","3","male",11
"733","0","2","male",29.2909068034733
"734","0","2","male",23
"735","0","2","male",23
"736","0","3","male",28.5
"737","0","3","female",48
"738","1","1","male",35
"739","0","3","male",30.3771282568013
"740","0","3","male",34.1211697425547
"741","1","1","male",15.0499679311888
"742","0","1","male",36
"743","1","1","female",21
"744","0","3","male",24
"745","1","3","male",31
"746","0","1","male",70
"747","0","3","male",16
"748","1","2","female",30
"749","0","1","male",19
"750","0","3","male",31
"751","1","2","female",4
"752","1","3","male",6
"753","0","3","male",33
"754","0","3","male",23
"755","1","2","female",48
"756","1","2","male",0.67
"757","0","3","male",28
"758","0","2","male",18
"759","0","3","male",34
"760","1","1","female",33
"761","0","3","male",20.6029080247167
"762","0","3","male",41
"763","1","3","male",20
"764","1","1","female",36
"765","0","3","male",16
"766","1","1","female",51
"767","0","1","male",54.1163863048811
"768","0","3","female",30.5
"769","0","3","male",36.5997423930069
"770","0","3","male",32
"771","0","3","male",24
"772","0","3","male",48
"773","0","2","female",57
"774","0","3","male",32.1626735007236
"775","1","2","female",54
"776","0","3","male",18
"777","0","3","male",11.8910374416739
"778","1","3","female",5
"779","0","3","male",14.678930188472
"780","1","1","female",43
"781","1","3","female",13
"782","1","1","female",17
"783","0","1","male",29
"784","0","3","male",46.6956310341857
"785","0","3","male",25
"786","0","3","male",25
"787","1","3","female",18
"788","0","3","male",8
"789","1","3","male",1
"790","0","1","male",46
"791","0","3","male",13.4929846914433
"792","0","2","male",16
"793","0","3","female",25.7506010967094
"794","0","1","male",70.0804366591809
"795","0","3","male",25
"796","0","2","male",39
"797","1","1","female",49
"798","1","3","female",31
"799","0","3","male",30
"800","0","3","female",30
"801","0","2","male",34
"802","1","2","female",31
"803","1","1","male",11
"804","1","3","male",0.42
"805","1","3","male",27
"806","0","3","male",31
"807","0","1","male",39
"808","0","3","female",18
"809","0","2","male",39
"810","1","1","female",33
"811","0","3","male",26
"812","0","3","male",39
"813","0","2","male",35
"814","0","3","female",6
"815","0","3","male",30.5
"816","0","1","male",34.0194325913106
"817","0","3","female",23
"818","0","2","male",31
"819","0","3","male",43
"820","0","3","male",10
"821","1","1","female",52
"822","1","3","male",27
"823","0","1","male",38
"824","1","3","female",27
"825","0","3","male",2
"826","0","3","male",25.88703555729
"827","0","3","male",8.63973673535999
"828","1","2","male",1
"829","1","3","male",19.9080742511889
"830","1","1","female",62
"831","1","3","female",15
"832","1","2","male",0.83
"833","0","3","male",18.1063286106292
"834","0","3","male",23
"835","0","3","male",18
"836","1","1","female",39
"837","0","3","male",21
"838","0","3","male",20.3817159824255
"839","1","3","male",32
"840","1","1","male",37.2639858721292
"841","0","3","male",20
"842","0","2","male",16
"843","1","1","female",30
"844","0","3","male",34.5
"845","0","3","male",17
"846","0","3","male",42
"847","0","3","male",37.8477760883698
"848","0","3","male",35
"849","0","2","male",28
"850","1","1","female",24.1315113911401
"851","0","3","male",4
"852","0","3","male",74
"853","0","3","female",9
"854","1","1","female",16
"855","0","2","female",44
"856","1","3","female",18
"857","1","1","female",45
"858","1","1","male",51
"859","1","3","female",24
"860","0","3","male",14.0596195452775
"861","0","3","male",41
"862","0","2","male",21
"863","1","1","female",48
"864","0","3","female",24.501887066461
"865","0","2","male",24
"866","1","2","female",42
"867","1","2","female",27
"868","0","1","male",31
"869","0","3","male",50.386493989908
"870","1","3","male",4
"871","0","3","male",26
"872","1","1","female",47
"873","0","1","male",33
"874","0","3","male",47
"875","1","2","female",28
"876","1","3","female",15
"877","0","3","male",20
"878","0","3","male",19
"879","0","3","male",22.9967236224727
"880","1","1","female",56
"881","1","2","female",25
"882","0","3","male",33
"883","0","3","female",22
"884","0","2","male",28
"885","0","3","male",25
"886","0","3","female",39
"887","0","2","male",27
"888","1","1","female",19
"889","0","3","female",40.0844583681092
"890","1","1","male",26
"891","0","3","male",32
"892","0","3","male",34.5
"893","0","3","female",47
"894","0","2","male",62
"895","0","3","male",27
"896","1","3","female",22
"897","1","3","male",14
"898","0","3","female",30
"899","0","2","male",26
"900","0","3","female",18
"901","0","3","male",21
"902","0","3","male",18.539329595927
"903","0","1","male",46
"904","1","1","female",23
"905","0","2","male",63
"906","1","1","female",47
"907","1","2","female",24
"908","0","2","male",35
"909","0","3","male",21
"910","1","3","female",27
"911","1","3","female",45
"912","0","1","male",55
"913","0","3","male",9
"914","1","1","female",50.8277052147892
"915","1","1","male",21
"916","1","1","female",48
"917","0","3","male",50
"918","1","1","female",22
"919","0","3","male",22.5
"920","0","1","male",41
"921","0","3","male",20.1588769950012
"922","0","2","male",50
"923","0","2","male",24
"924","1","3","female",33
"925","1","3","female",29.9635762674863
"926","0","1","male",30
"927","0","3","male",18.5
"928","0","3","female",12.8951303412703
"929","0","3","female",21
"930","0","3","male",25
"931","0","3","male",13.9805061960187
"932","0","3","male",39
"933","1","1","male",76.2064938336603
"934","0","3","male",41
"935","1","2","female",30
"936","1","1","female",45
"937","0","3","male",25
"938","0","1","male",45
"939","0","3","male",17.4228380128254
"940","1","1","female",60
"941","0","3","female",36
"942","0","1","male",24
"943","0","2","male",27
"944","0","2","female",20
"945","0","1","female",28
"946","0","2","male",65.2366167179029
"947","0","3","male",10
"948","1","3","male",35
"949","1","3","male",25
"950","0","3","male",21.410557059229
"951","0","1","female",36
"952","1","3","male",17
"953","1","2","male",32
"954","1","3","male",18
"955","0","3","female",22
"956","0","1","male",13
"957","1","2","female",21.0667317155296
"958","1","3","female",18
"959","1","1","male",47
"960","1","1","male",31
"961","0","1","female",60
"962","0","3","female",24
"963","1","3","male",21
"964","1","3","female",29
"965","1","1","male",28.5
"966","1","1","female",35
"967","1","1","male",32.5
"968","0","3","male",17.6289396551461
"969","1","1","female",55
"970","0","2","male",30
"971","0","3","female",24
"972","0","3","male",6
"973","0","1","male",67
"974","0","1","male",49
"975","1","3","male",22.8791650424289
"976","0","2","male",45.7235887635285
"977","1","3","male",21.9723398203429
"978","1","3","female",27
"979","0","3","female",18
"980","1","3","female",40.8155384583343
"981","1","2","male",2
"982","0","3","female",22
"983","0","3","male",28.0088871349029
"984","1","1","female",27
"985","1","3","male",21.0891904423799
"986","1","1","male",25
"987","0","3","male",25
"988","1","1","female",76
"989","0","3","male",29
"990","1","3","female",20
"991","1","3","male",33
"992","1","1","female",43
"993","0","2","male",27
"994","0","3","male",43.7568896981841
"995","0","3","male",26
"996","1","3","female",16
"997","0","3","male",28
"998","0","3","male",21
"999","1","3","male",2.26625788776495
"1000","0","3","male",33.0892714712577
"1001","0","2","male",18.5
"1002","0","2","male",41
"1003","0","3","female",3.07333812416943
"1004","0","1","female",36
"1005","0","3","female",18.5
"1006","1","1","female",63
"1007","1","3","male",18
"1008","0","3","male",30.8686255942381
"1009","0","3","female",1
"1010","0","1","male",36
"1011","1","2","female",29
"1012","0","2","female",12
"1013","0","3","male",-0.681082481094435
"1014","1","1","female",35
"1015","0","3","male",28
"1016","0","3","male",6.32886006713307
"1017","0","3","female",17
"1018","0","3","male",22
"1019","0","3","female",2.81316527473059
"1020","0","2","male",42
"1021","0","3","male",24
"1022","0","3","male",32
"1023","1","1","male",53
"1024","0","3","female",0.0886986129807923
"1025","0","3","male",26.6297050092877
"1026","0","3","male",43
"1027","0","3","male",24
"1028","1","3","male",26.5
"1029","0","2","male",26
"1030","1","3","female",23
"1031","0","3","male",40
"1032","1","3","female",10
"1033","1","1","female",33
"1034","1","1","male",61
"1035","0","2","male",28
"1036","1","1","male",42
"1037","1","3","male",31
"1038","1","1","male",38.6422590765376
"1039","0","3","male",22
"1040","0","1","male",62.5613736051827
"1041","1","2","male",30
"1042","1","1","female",23
"1043","0","3","male",10.7586732327153
"1044","0","3","male",60.5
"1045","1","3","female",36
"1046","0","3","male",13
"1047","0","3","male",24
"1048","0","1","female",29
"1049","1","3","female",23
"1050","0","1","male",42
"1051","0","3","female",26
"1052","0","3","female",37.3347592693782
"1053","0","3","male",7
"1054","0","2","female",26
"1055","0","3","male",23.4235597596669
"1056","0","2","male",41
"1057","1","3","female",26
"1058","0","1","male",48
"1059","0","3","male",18
"1060","1","1","female",49.0637809426618
"1061","0","3","female",22
"1062","0","3","male",37.6180590072326
"1063","0","3","male",27
"1064","0","3","male",23
"1065","1","3","male",34.7219390117456
"1066","1","3","male",40
"1067","1","2","female",15
"1068","0","2","female",20
"1069","0","1","male",54
"1070","1","2","female",36
"1071","1","1","female",64
"1072","0","2","male",30
"1073","0","1","male",37
"1074","1","1","female",18
"1075","0","3","male",17.8124545119184
"1076","1","1","female",27
"1077","0","2","male",40
"1078","1","2","female",21
"1079","0","3","male",17
"1080","1","3","female",33.2271545725919
"1081","1","2","male",40
"1082","0","2","male",34
"1083","0","1","male",40.264134502529
"1084","0","3","male",11.5
"1085","0","2","male",61
"1086","0","2","male",8
"1087","0","3","male",33
"1088","1","1","male",6
"1089","0","3","female",18
"1090","1","2","male",23
"1091","0","3","female",33.1514130632462
"1092","0","3","female",3.04053845365575
"1093","1","3","male",0.33
"1094","0","1","male",47
"1095","1","2","female",8
"1096","0","2","male",25
"1097","1","1","male",13.3535289236014
"1098","0","3","female",35
"1099","1","2","male",24
"1100","0","1","female",33
"1101","0","3","male",25
"1102","0","3","male",32
"1103","0","3","male",29.3957427150093
"1104","0","2","male",17
"1105","1","2","female",60
"1106","0","3","female",38
"1107","0","1","male",42
"1108","1","3","female",32.7455121439588
"1109","0","1","male",57
"1110","1","1","female",50
"1111","0","3","male",36.5748918543933
"1112","1","2","female",30
"1113","0","3","male",21
"1114","1","2","female",22
"1115","0","3","male",21
"1116","1","1","female",53
"1117","0","3","female",20.5241608353266
"1118","0","3","male",23
"1119","1","3","female",11.9212356149713
"1120","0","3","male",40.5
"1121","1","2","male",36
"1122","1","2","male",14
"1123","1","1","female",21
"1124","0","3","male",21
"1125","0","3","male",33.994617756019
"1126","0","1","male",39
"1127","0","3","male",20
"1128","1","1","male",64
